page,revision,anon,comment,parentid,revid,size,timestamp,user,userid
Hillary Rodham Clinton,10182,False,/* United States Secretary of State intended nomination */,254164025,254173590,163059,2008-11-26 05:53:11,Shanejwb,7714009
Hillary Rodham Clinton,10183,False,[[WP:UNDO|Undid]] revision 254173590 by [[Special:Contributions/Shanejwb|Shanejwb]] ([[User talk:Shanejwb|talk]]) I think we want to wait before posting this,254173590,254185586,162970,2008-11-26 07:49:20,Tvoz,2241258
Hillary Rodham Clinton,10184,False,,254185586,254557853,162979,2008-11-28 05:46:58,Iamwisesun,4767928
Hillary Rodham Clinton,10185,False,,254557853,254567775,162987,2008-11-28 07:30:55,Numen,1386540
Hillary Rodham Clinton,10186,False,"We don't link dates anymore, as per the MOS.",254567775,254568041,162979,2008-11-28 07:33:45,G.W.,186131
Hillary Rodham Clinton,10187,False,/* United States Secretary of State intended nomination */,254568041,254809727,163002,2008-11-29 16:52:19,Platypus2012,7970841
Hillary Rodham Clinton,10188,False,"various reports conflict, none authoritative at this point, best not to try to characterize like this",254809727,254818046,162979,2008-11-29 17:47:06,Wasted Time R,269193
Hillary Rodham Clinton,10189,False,/* Presidential campaign of 2008 */  use the correct link to show Dem nomination polls,254818046,254818313,162994,2008-11-29 17:48:47,Wasted Time R,269193
Hillary Rodham Clinton,10190,False,"/* Presidential campaign of 2008 */  rm Hsu material - this did not turn out to have any significant or lasting effect on the campaign, and is amply documented in the campaign article",254818313,254819092,161707,2008-11-29 17:53:12,Wasted Time R,269193
Hillary Rodham Clinton,10191,False,/* Presidential campaign of 2008 */  rm redundant poll-lead clause,254819092,254819461,161408,2008-11-29 17:55:19,Wasted Time R,269193
Hillary Rodham Clinton,10192,False,"/* Presidential campaign of 2008 */  rm Ferraro episode - none of the campaign retrospectives I'm reading include it, and it's already well-covered in campaign article and Ferraro article",254819461,254869492,160684,2008-11-29 22:35:46,Wasted Time R,269193
Hillary Rodham Clinton,10193,False,"/* Presidential campaign of 2008 */  revise section for more analytic approach, less blow-by-blow as it happened; see Talk",254869492,254929194,158223,2008-11-30 04:25:45,Wasted Time R,269193
Hillary Rodham Clinton,10194,False,,254929194,254932984,158435,2008-11-30 04:49:44,Daviddaniel37,900788
Hillary Rodham Clinton,10195,False,,254932984,254933178,158436,2008-11-30 04:51:02,Daviddaniel37,900788
Hillary Rodham Clinton,10196,False,"rv - article already has this covered at the end of the lead and in the Sec State section; when the nomination actually occurs, we'll update the lead further",254933178,254935009,158223,2008-11-30 05:04:48,Wasted Time R,269193
Hillary Rodham Clinton,10197,False,,254935009,254957093,158594,2008-11-30 08:07:06,Iamwisesun,4767928
Hillary Rodham Clinton,10198,False,/* First term */  replace two cites with one,254957093,254991357,158265,2008-11-30 13:37:47,Wasted Time R,269193
Hillary Rodham Clinton,10199,False,/* First term */  rm uncited statement about an unnotable position even if true,254991357,254993145,158145,2008-11-30 13:53:03,Wasted Time R,269193
Hillary Rodham Clinton,10200,False,"/* Health care and other policy initiatives */  now that primaries craziness is long over, use one cite not four to support SCHIP, as it summarizes the other cites anyway",254993145,254994274,157256,2008-11-30 14:03:16,Wasted Time R,269193
Hillary Rodham Clinton,10201,False,/* First term */  don't need months on these dates,254994274,254996738,157246,2008-11-30 14:25:02,Wasted Time R,269193
Hillary Rodham Clinton,10202,False,"align navbox with table of contents, abutting infobox",254996738,255032296,157253,2008-11-30 18:31:37,Justmeherenow,3749251
Hillary Rodham Clinton,10203,False,/* Cultural and political image */  fix cite glitch,255032296,255050310,157253,2008-11-30 20:15:47,Wasted Time R,269193
Hillary Rodham Clinton,10204,False,/* Role as First Lady */  cite work,255050310,255051754,157245,2008-11-30 20:23:41,Wasted Time R,269193
Hillary Rodham Clinton,10205,False,unlink non-first refs to Associated Press; use more common and terser 'for' instead of 'published by' for wire stories,255051754,255053951,157180,2008-11-30 20:35:27,Wasted Time R,269193
Hillary Rodham Clinton,10206,False,[[WP:UNDO|Undid]] revision 255032296 by [[Special:Contributions/Justmeherenow|Justmeherenow]] ([[User talk:Justmeherenow|talk]]) this badly squished the table of contents in my Firefox 3 browser,255053951,255056439,157173,2008-11-30 20:48:35,Wasted Time R,269193
Hillary Rodham Clinton,10207,False,/* College */  linking pre-1970 dates no longer necessary (even if dates were to be linked),255056439,255057551,157161,2008-11-30 20:54:51,Wasted Time R,269193
Hillary Rodham Clinton,10208,False,unlink a stray date,255057551,255058424,157157,2008-11-30 20:59:22,Wasted Time R,269193
Hillary Rodham Clinton,10209,False,big-name newspaper cites that predate publishing-first-on-web-era don't need accessdates,255058424,255063436,156740,2008-11-30 21:25:28,Wasted Time R,269193
Hillary Rodham Clinton,10210,False,"rm long tag - article has been reduced by 7k since put on - if something more drastic is wanted, needs substantial discussion in Talk first",255063436,255084486,156731,2008-11-30 23:07:43,Wasted Time R,269193
Hillary Rodham Clinton,10211,False,they just announced the press conference on CNN.,255084486,255125603,156725,2008-12-01 02:35:36,Ericl,718875
Hillary Rodham Clinton,10212,False,/* United States Secretary of State intended nomination */,255125603,255137327,157302,2008-12-01 03:45:46,Drex15,3437109
Hillary Rodham Clinton,10213,False,,255137327,255170128,157306,2008-12-01 08:34:35,Iamwisesun,4767928
Hillary Rodham Clinton,10214,False,Sec. State announced as of 10:50 EST,255170128,255217098,157141,2008-12-01 15:47:33,Duuude007,7106110
Hillary Rodham Clinton,10215,False,,255217098,255217300,157222,2008-12-01 15:48:46,FoamParty,4896592
Hillary Rodham Clinton,10216,False,/* United States Secretary of State intended nomination */,255217300,255217587,157213,2008-12-01 15:50:19,FoamParty,4896592
Hillary Rodham Clinton,10217,False,typo,255217587,255217880,157213,2008-12-01 15:52:06,Bouchecl,1481922
Hillary Rodham Clinton,10218,False,,255217880,255218125,157226,2008-12-01 15:53:25,FoamParty,4896592
Hillary Rodham Clinton,10219,False,sec of state,255218125,255218584,157325,2008-12-01 15:55:46,Wikien2009,1217327
Hillary Rodham Clinton,10220,False,,255218584,255218912,157226,2008-12-01 15:57:45,FoamParty,4896592
Hillary Rodham Clinton,10221,False,reorders,255218912,255219070,157250,2008-12-01 15:58:47,Journalist1983,3834385
Hillary Rodham Clinton,10222,False,,255219070,255219560,157233,2008-12-01 16:01:31,FoamParty,4896592
Hillary Rodham Clinton,10223,False,,255219560,255219784,157316,2008-12-01 16:02:44,Frosticles,7497011
Hillary Rodham Clinton,10224,False,fixes grammar problem in lead.,255219784,255219920,157321,2008-12-01 16:03:29,Journalist1983,3834385
Hillary Rodham Clinton,10225,False,/* United States Secretary of State nomination */  update,255219920,255221417,157599,2008-12-01 16:11:39,Tvoz,2241258
Hillary Rodham Clinton,10226,False,"removes dup ""and"" and fixes grammar",255221417,255222263,157593,2008-12-01 16:15:58,Journalist1983,3834385
Hillary Rodham Clinton,10227,False,/* External links */ succession,255222263,255224700,158180,2008-12-01 16:30:22,Duuude007,7106110
Hillary Rodham Clinton,10228,False,/* External links */ c/e,255224700,255225227,158170,2008-12-01 16:33:31,Duuude007,7106110
Hillary Rodham Clinton,10229,False,/* External links */ stray infobox,255225227,255225873,158174,2008-12-01 16:37:26,Duuude007,7106110
Hillary Rodham Clinton,10230,False,/* External links */ c/e,255225873,255226474,158242,2008-12-01 16:40:55,Duuude007,7106110
Hillary Rodham Clinton,10231,False,/* External links */,255226474,255229564,158246,2008-12-01 16:58:00,Ericl,718875
Hillary Rodham Clinton,10232,False,/* United States Secretary of State nomination */ technical fixes,255229564,255229664,158287,2008-12-01 16:58:38,Journalist1983,3834385
Hillary Rodham Clinton,10233,False,/* External links */,255229664,255230277,158320,2008-12-01 17:01:53,Ericl,718875
Hillary Rodham Clinton,10234,False,Something's wrong with the link,255230277,255231475,158287,2008-12-01 17:07:47,Ericl,718875
Hillary Rodham Clinton,10235,False,/* External links */ hold this until confirmation:  nav box doesn't work for designate and it isn't needed,255231475,255235686,158362,2008-12-01 17:31:43,Tvoz,2241258
Hillary Rodham Clinton,10236,False,set off by dashes to avoid confusion as to who was the president,255235686,255237591,158364,2008-12-01 17:43:03,Tvoz,2241258
Hillary Rodham Clinton,10237,False,used better source for appropriations committee offer,255237591,255244465,158259,2008-12-01 18:20:44,Hekerui,1995058
Hillary Rodham Clinton,10238,False,modify bit about Secretary of State to reduce recentism in lead and cleanup description in relevant section,255244465,255268365,158163,2008-12-01 20:23:50,Chaser,288788
Hillary Rodham Clinton,10239,False,added citation to official announcement from change.gov,255268365,255269967,158594,2008-12-01 20:31:02,Lestatdelc,44566
Hillary Rodham Clinton,10240,False,"shortening lead coverage of state even more (it's already in the first sentence), and adding bit about possible VP choice to campaign section",255269967,255271698,158924,2008-12-01 20:39:11,Chaser,288788
Hillary Rodham Clinton,10241,False,"presidential line of succession not yet possible, moved obama cabinet down in keeping with the timeline",255271698,255271929,158536,2008-12-01 20:40:18,Hekerui,1995058
Hillary Rodham Clinton,10242,False,she isn't even confirmed yet by the senate,255271929,255272090,158333,2008-12-01 20:41:09,CTF83!,1943326
Hillary Rodham Clinton,10243,False,rm cite from lead,255272090,255273225,158273,2008-12-01 20:46:32,Chaser,288788
Hillary Rodham Clinton,10244,False,,255273225,255278595,158356,2008-12-01 21:11:57,Proserpine,255696
Hillary Rodham Clinton,10245,False,/* United States Secretary of State nomination */,255278595,255279035,158358,2008-12-01 21:14:04,Proserpine,255696
Hillary Rodham Clinton,10246,False,try this for infobox,255279035,255281817,158648,2008-12-01 21:28:23,Tvoz,2241258
Hillary Rodham Clinton,10247,False,"HRC was *never* considered for veep in any real sense, this doesn't belong in lead",255281817,255320839,158508,2008-12-02 00:46:11,Wasted Time R,269193
Hillary Rodham Clinton,10248,False,"/* Presidential campaign of 2008 */  HRC was never even close to seriously considered for veep, it was just media talk; move this to [[Hillary Clinton caucuses and primaries, 2008]]",255320839,255321844,158176,2008-12-02 00:51:53,Wasted Time R,269193
Hillary Rodham Clinton,10249,False,/* United States Secretary of State nomination */  update with newer cite the Bill restrictions,255321844,255323322,158137,2008-12-02 01:00:26,Wasted Time R,269193
Hillary Rodham Clinton,10250,False,/* United States Secretary of State nomination */  use announcement cite that gives HRC feelings re Senate and quote on new job,255323322,255326565,158101,2008-12-02 01:20:07,Wasted Time R,269193
Hillary Rodham Clinton,10251,False,cleaned up citation,255326565,255328134,158188,2008-12-02 01:29:22,Lestatdelc,44566
Hillary Rodham Clinton,10252,False,"/* United States Secretary of State nomination */  yank supposed Appropriations offer for now - there have been a number of such reports, none conclusive; see Talk",255328134,255328488,157706,2008-12-02 01:31:29,Wasted Time R,269193
Hillary Rodham Clinton,10253,False,,255328488,255332555,157791,2008-12-02 01:53:48,Jzcrandall,366275
Hillary Rodham Clinton,10254,False,/* United States Secretary of State nomination */  please note this article has conventions for cites in order to minimize size and formatting time; need to stay consistent with that,255332555,255332922,157727,2008-12-02 01:55:59,Wasted Time R,269193
Hillary Rodham Clinton,10255,False,"[[WP:UNDO|Undid]] revision 255332555 by [[Special:Contributions/Jzcrandall|Jzcrandall]] ([[User talk:Jzcrandall|talk]]) nomination already implied earlier, exact date unnecessary for lead",255332922,255333302,157642,2008-12-02 01:58:24,Wasted Time R,269193
Hillary Rodham Clinton,10256,False,"/* External links */  rm end date on senate time - we don't yet know when she'll resign from senate, except that it'll be after confirmation",255333302,255333786,157626,2008-12-02 02:01:21,Wasted Time R,269193
Hillary Rodham Clinton,10257,False,/* Early life */  add image of momentos of early life,255333786,255340007,157799,2008-12-02 02:39:58,Wasted Time R,269193
Hillary Rodham Clinton,10258,False,shuffle images so that campaigning for Obama is next to relevant text,255340007,255342091,157715,2008-12-02 02:53:12,Wasted Time R,269193
Hillary Rodham Clinton,10259,False,"/* Cultural and political image */  add Rose Law Firm image, to better connect to the discussion of this section",255342091,255343173,157935,2008-12-02 03:00:13,Wasted Time R,269193
Hillary Rodham Clinton,10260,False,"move better campaigning image up, better for time period too",255343173,255343792,157753,2008-12-02 03:04:19,Wasted Time R,269193
Hillary Rodham Clinton,10261,False,/* Cultural and political image */  put this good image back in,255343792,255344308,157841,2008-12-02 03:07:15,Wasted Time R,269193
Hillary Rodham Clinton,10262,False,/* Presidential campaign of 2008 */  improve caption,255344308,255346144,157847,2008-12-02 03:17:55,Wasted Time R,269193
Hillary Rodham Clinton,10263,False,/* Presidential campaign of 2008 */  tweak caption,255346144,255346948,157864,2008-12-02 03:22:20,Wasted Time R,269193
Hillary Rodham Clinton,10264,False,/* Political positions */  the 'left' and 'right' here in caption don't seem really necessary!,255346948,255348761,157841,2008-12-02 03:33:18,Wasted Time R,269193
Hillary Rodham Clinton,10265,False,/* United States Secretary of State nomination */ wikinews has related news,255348761,255349111,157905,2008-12-02 03:35:35,Tempodivalse,7566789
Hillary Rodham Clinton,10266,False,/* Traditional duties */ add official First Lady whitehouse portrait,255349111,255420120,158046,2008-12-02 14:23:01,Rambo's Revenge,4025209
Hillary Rodham Clinton,10267,False,Repairing link to disambiguation page - [[Wikipedia:Disambiguation pages with links|You can help!]],255420120,255443960,158069,2008-12-02 16:40:42,Fratrep,4541225
Hillary Rodham Clinton,10268,False,/* External links */ +tl,255443960,255501297,158092,2008-12-02 21:43:15,AnakngAraw,7517809
Hillary Rodham Clinton,10269,False,,255501297,255524960,158100,2008-12-02 23:43:45,Turnip281,2450164
Hillary Rodham Clinton,10270,False,[[WP:UNDO|Undid]] revision 255524960 by [[Special:Contributions/Turnip281|Turnip281]] ([[User talk:Turnip281|talk]]) Obama was enator when she lost to him,255524960,255531172,158092,2008-12-03 00:16:27,Lestatdelc,44566
Hillary Rodham Clinton,10271,False,"unfortunately, determined during last FAC we can't use the official WH portrait, as Knox was *not* federal employee - see [[Wikipedia:Featured_article_candidates/Hillary_Rodham_Clinton/archive2]]",255531172,255547871,157951,2008-12-03 01:42:48,Wasted Time R,269193
Hillary Rodham Clinton,10272,False,"changed designation to nominee since once a nominee is announced by a President-elect, he or she is then officially an announced nominee",255547871,255589447,157949,2008-12-03 06:48:48,Lestatdelc,44566
Hillary Rodham Clinton,10273,False,,255589447,255592794,157942,2008-12-03 07:25:15,Tim010987,6398442
Hillary Rodham Clinton,10274,False,Revert to revision 255589447 dated 2008-12-03 06:48:48 by Lestatdelc using [[:en:Wikipedia:Tools/Navigation_popups|popups]],255592794,255593016,157949,2008-12-03 07:27:51,CTF83!,1943326
Hillary Rodham Clinton,10275,False,/* Political positions */,255593016,255603516,157977,2008-12-03 09:35:00,Treybien,1234927
Hillary Rodham Clinton,10276,False,"/* Political positions */  restore one-digit numerals due to the [[WP:MOSNUM]] ""comparable quantities should be all spelled out or all figures"" rule; restore non-breaking spaces per [[WP:NBSP]]",255603516,255619752,157991,2008-12-03 12:17:24,Wasted Time R,269193
Hillary Rodham Clinton,10277,False,Very historic!,255619752,255630483,158123,2008-12-03 13:57:18,OberRanks,4047173
Hillary Rodham Clinton,10278,False,rv - unnecessary - the broader statement already there includes your narrower case as well,255630483,255632761,157991,2008-12-03 14:16:03,Wasted Time R,269193
Hillary Rodham Clinton,10279,False,Agree on revert but this extra bit clears up that it was not her husband's cabinet (might be unclear to non-US readers),255632761,255653421,158037,2008-12-03 16:28:14,OberRanks,4047173
Hillary Rodham Clinton,10280,False,The President-elect can not ''nominate'' anyone.,255653421,255700676,158039,2008-12-03 20:32:46,GoodDay,589223
Hillary Rodham Clinton,10281,False,[[WP:UNDO|Undid]] revision 255700676 by [[Special:Contributions/GoodDay|GoodDay]] ([[User talk:GoodDay|talk]]) Wrong. See [[Talk:Hillary_Rodham_Clinton#'Nominee' not 'Designate'|talk]],255700676,255722394,158037,2008-12-03 22:26:20,Lestatdelc,44566
Hillary Rodham Clinton,10282,False,,255722394,255736729,158026,2008-12-03 23:41:42,Proserpine,255696
Hillary Rodham Clinton,10283,False,Added category.,255736729,255804963,158066,2008-12-04 08:08:58,Joncaire,5932062
Hillary Rodham Clinton,10284,False,Reverted edits by [[Special:Contributions/Joncaire|Joncaire]] ([[User talk:Joncaire|talk]]) to last version by Proserpine,255804963,255815396,158026,2008-12-04 10:11:32,SimonLyall,64698
Hillary Rodham Clinton,10285,False,,255815396,256005127,158073,2008-12-05 08:21:49,HUZZAH HANUKKAH,8412821
Hillary Rodham Clinton,10286,False,[[WP:UNDO|Undid]] revision 256005127 by [[Special:Contributions/HUZZAH HANUKKAH|HUZZAH HANUKKAH]] ([[User talk:HUZZAH HANUKKAH|talk]]) - it should be changed when it happens,256005127,256018241,158025,2008-12-05 10:44:38,Hekerui,1995058
Hillary Rodham Clinton,10287,False,,256018241,256293246,158342,2008-12-06 21:11:39,Vader11,8445937
Hillary Rodham Clinton,10288,False,,256293246,256295262,158376,2008-12-06 21:23:20,Vader11,8445937
Hillary Rodham Clinton,10289,False,,256295262,256295747,158380,2008-12-06 21:26:16,Vader11,8445937
Hillary Rodham Clinton,10290,False,/* Cultural and political image */,256295747,256305239,158388,2008-12-06 22:21:02,Addbc,8431287
Hillary Rodham Clinton,10291,False,/* External links */,256305239,256391625,158403,2008-12-07 09:28:44,Blubberboy92,6668789
Hillary Rodham Clinton,10292,False,,256391625,256413396,158402,2008-12-07 13:15:17,Journalist1983,3834385
Hillary Rodham Clinton,10293,False,"[[WP:UNDO|Undid]] revision 256391625 by [[Special:Contributions/Blubberboy92|Blubberboy92]] ([[User talk:Blubberboy92|talk]]) hasn't been confirmed yet, much less assumed the office",256413396,256478491,158387,2008-12-07 20:35:20,Wasted Time R,269193
Hillary Rodham Clinton,10294,False,,256478491,256482741,158394,2008-12-07 20:58:33,Jrboi,7462101
Hillary Rodham Clinton,10295,False,"[[WP:UNDO|Undid]] revision 256482741 by [[Special:Contributions/Jrboi|Jrboi]] ([[User talk:Jrboi|talk]]) It's not an insult, it's a rank",256482741,256492936,158387,2008-12-07 21:52:06,Tvoz,2241258
Hillary Rodham Clinton,10296,False,Park Ridge,256492936,256533005,158399,2008-12-08 01:33:36,Astuishin,849267
Hillary Rodham Clinton,10297,False,"rv - the lead just gives the states she lived in - it doesn't get specific about Park Ridge, Fayetteville, Little Rock, Chappaqua, etc.",256533005,256533473,158387,2008-12-08 01:36:14,Wasted Time R,269193
Hillary Rodham Clinton,10298,False,/* External links */,256533473,256879822,158304,2008-12-09 18:51:43,GoldRingChip,195596
Hillary Rodham Clinton,10299,False,,256879822,256926009,158330,2008-12-09 22:44:25,Vader11,8445937
Hillary Rodham Clinton,10300,False,"Illinois is a pretty diverse state though, so her place of birth should be a little more specific",256926009,256985263,158364,2008-12-10 04:28:23,Astuishin,849267
Hillary Rodham Clinton,10301,False,/* United States Secretary of State nomination */,256985263,256992713,158668,2008-12-10 05:30:44,Quelcrime,5780484
Hillary Rodham Clinton,10302,False,/* United States Secretary of State nomination */,256992713,256993633,158819,2008-12-10 05:38:22,Quelcrime,5780484
Hillary Rodham Clinton,10303,False,more detail than is needed in this biography of her whole life,256993633,256995041,158364,2008-12-10 05:48:42,Tvoz,2241258
Hillary Rodham Clinton,10304,False,"Undo unjustified reversion. If her nomination is relevant here, the question of her eligibilty is certainly relevant.",256995041,257008926,158819,2008-12-10 07:51:49,Quelcrime,5780484
Hillary Rodham Clinton,10305,False,"[[WP:UNDO|Undid]] revision 257008926 by [[Special:Contributions/Quelcrime|Quelcrime]] Fringe aguments about the viability of the Saxby fix belong in that article, not HRCs bio",257008926,257018366,158364,2008-12-10 09:30:52,Lestatdelc,44566
Hillary Rodham Clinton,10306,False,/* Presidential campaign of 2008 */ moved image up one paragraph so it doesn't interfere with the next section header,257018366,257018631,158364,2008-12-10 09:33:07,Lestatdelc,44566
Hillary Rodham Clinton,10307,False,/* United States Secretary of State nomination */  update for Saxbe fix having happened,257018631,257396863,158352,2008-12-12 01:20:22,Wasted Time R,269193
Hillary Rodham Clinton,10308,False,"/* United States Secretary of State nomination */ Senate has approved the SOS salary change, but the House hasn't. Needs to be passed by full Congress and signed by President to implement.",257396863,257399676,158342,2008-12-12 01:35:27,Dcmacnut,2724330
Hillary Rodham Clinton,10309,False,switch to cite that says both houses have already passed it,257399676,257402048,158436,2008-12-12 01:47:58,Wasted Time R,269193
Hillary Rodham Clinton,10310,False,,257402048,257551978,158438,2008-12-12 19:43:57,Bjlayland,1492687
Hillary Rodham Clinton,10311,False,[[WP:AES|←]]Replaced content with 'I love food more than my husband.',257551978,257552823,33,2008-12-12 19:48:06,Bjlayland,1492687
Hillary Rodham Clinton,10312,False,Reverted edits by [[Special:Contributions/Bjlayland|Bjlayland]] to last version by Wasted Time R ([[WP:HG|HG]]),257552823,257552901,158436,2008-12-12 19:48:33,Rtyq2,7882359
Hillary Rodham Clinton,10313,False,,257552901,257553352,2627,2008-12-12 19:51:01,Bjlayland,1492687
Hillary Rodham Clinton,10314,False,,257553352,257553398,2628,2008-12-12 19:51:15,Bjlayland,1492687
Hillary Rodham Clinton,10315,False,Reverted edits by [[Special:Contributions/Bjlayland|Bjlayland]] ([[User talk:Bjlayland|talk]]) to last version by Rtyq2,257553398,257553503,158436,2008-12-12 19:51:50,NawlinWiki,301395
Hillary Rodham Clinton,10316,False,Updating page numbers after [[Template_talk:Cite_book#Ready_to_go|recent improvement]] to [[Template:Cite book]]. Added: page. Formatted: pages.,257553503,258176687,158433,2008-12-15 19:18:48,Citation bot,7903804
Hillary Rodham Clinton,10317,False,/* Health care and other policy initiatives */,258176687,258454844,158432,2008-12-16 23:09:20,BlytheG,1527610
Hillary Rodham Clinton,10318,False,/* Health care and other policy initiatives */,258454844,258455269,158433,2008-12-16 23:11:38,BlytheG,1527610
Hillary Rodham Clinton,10319,False,/* Presidential campaign of 2008 */,258455269,258457686,158434,2008-12-16 23:24:46,BlytheG,1527610
Hillary Rodham Clinton,10320,False,Corrected caption grammar,258457686,258459549,158431,2008-12-16 23:34:27,BlytheG,1527610
Hillary Rodham Clinton,10321,False,robot  Modifying: [[nn:Hillary Clinton]],258459549,258541957,158424,2008-12-17 09:27:49,ArthurBot,8001475
Hillary Rodham Clinton,10322,False,,258541957,258829575,158434,2008-12-18 19:33:53,Savantpol,15126
Hillary Rodham Clinton,10323,False,/* United States Secretary of State nomination */ Saxbe fix done,258829575,259027906,158448,2008-12-19 19:59:46,Chaser,288788
Hillary Rodham Clinton,10324,False,Added {{[[Template:current person|current person]]}} tag to article. using [[WP:FRIENDLY|Friendly]],259027906,259220513,158486,2008-12-20 20:37:40,All Is One,2444305
Hillary Rodham Clinton,10325,False,"tag is inappropriate - this is a biography, not current events, and the vast majority of this article is not affected by current events",259220513,259267676,158448,2008-12-21 01:48:34,Wasted Time R,269193
Hillary Rodham Clinton,10326,False,/* External links */  {{Obama administration personnel|hideCabinet=true}},259267676,259377263,158500,2008-12-21 18:07:34,Justmeherenow,3749251
Hillary Rodham Clinton,10327,False,,259377263,259473569,158521,2008-12-22 04:59:57,Geriguiaguiatugo,2109858
Hillary Rodham Clinton,10328,False,Reverted 1 edit by [[Special:Contributions/Geriguiaguiatugo|Geriguiaguiatugo]] identified as [[WP:VAND|vandalism]] to last revision by [[User:Justmeherenow|Justmeherenow]]. ([[WP:TW|TW]]),259473569,259474206,158500,2008-12-22 05:05:32,Special-T,850615
Hillary Rodham Clinton,10329,False,robot  Modifying: [[fa:هیلاری رودهام کلینتون]],259474206,259477971,158513,2008-12-22 05:33:05,Nallimbot,7466563
Hillary Rodham Clinton,10330,False,/* Presidential campaign of 2008 */  add campaign loan write-off now that it is official,259477971,259719528,158898,2008-12-23 14:06:06,Wasted Time R,269193
Hillary Rodham Clinton,10331,False,,259719528,259797490,158930,2008-12-23 22:19:25,Lususromulus,5710831
Hillary Rodham Clinton,10332,False,"rv - not supported by article, not supported by self-identification, and category not well-defined in modern times",259797490,259832634,158898,2008-12-24 01:35:15,Wasted Time R,269193
Hillary Rodham Clinton,10333,False,"/* External links */ cleanup, fix sisterlinks template, minor formatting",259832634,259864611,158804,2008-12-24 05:47:11,Psantora,257756
Hillary Rodham Clinton,10334,False,/* External links */ why is the cabinet hidden?,259864611,259870145,158787,2008-12-24 06:40:15,Psantora,257756
Hillary Rodham Clinton,10335,False,/* Early life */  mv image down 1 pgrf,259870145,259926904,158787,2008-12-24 16:52:05,Justmeherenow,3749251
Hillary Rodham Clinton,10336,False,/* External links */  {{Obama Administration personnel|state=collapsed|hideCabinet=true}},259926904,260014730,158820,2008-12-25 05:54:03,Justmeherenow,3749251
Hillary Rodham Clinton,10337,False,"Isn't ""-designate"" superfluous? Obama has nominated Hillary for Sec",260014730,260201395,158810,2008-12-26 18:16:35,Drex15,3437109
Hillary Rodham Clinton,10338,False,it isn't redundant. Obama is not yet President so he can't nominate anyone. He's just stated his intention to nominate her,260201395,260202611,158820,2008-12-26 18:27:34,JoshuaZ,799863
Hillary Rodham Clinton,10339,False,,260202611,260213339,159150,2008-12-26 19:50:37,RSzeliga89,365943
Hillary Rodham Clinton,10340,False,"doesn't belong in lead, and poll is only of Americans not the world; relocate to [[Hillary Rodham Clinton awards and honors]]",260213339,260214632,158820,2008-12-26 20:00:06,Wasted Time R,269193
Hillary Rodham Clinton,10341,False,"/* External links */ no need for duplicate template, group navboxes",260214632,260229318,158856,2008-12-26 21:48:42,Psantora,257756
Hillary Rodham Clinton,10342,False,/* United States Secretary of State nomination */,260229318,260555935,158904,2008-12-28 21:40:41,Levineps,929196
Hillary Rodham Clinton,10343,False,use 'agency' parameter in cites for wire service mentions,260555935,260760857,158901,2008-12-29 22:46:36,Wasted Time R,269193
Hillary Rodham Clinton,10344,False,,260760857,260818395,158920,2008-12-30 04:45:41,Moderate2008,8062604
Hillary Rodham Clinton,10345,False,,260818395,260819495,159401,2008-12-30 04:54:58,Moderate2008,8062604
Hillary Rodham Clinton,10346,False,,260819495,260820531,159399,2008-12-30 05:03:39,Moderate2008,8062604
Hillary Rodham Clinton,10347,False,'media scrutiny' overinflates 1969 visibility; activity as First Lady is best expressed by actual deeds not sweeping claims; West Wing office is too much a detail for the lead,260820531,260866777,159138,2008-12-30 12:22:31,Wasted Time R,269193
Hillary Rodham Clinton,10348,False,make addition of Arkansas education reform and LSC chair more succinct,260866777,260867733,159081,2008-12-30 12:30:16,Wasted Time R,269193
Hillary Rodham Clinton,10349,False,,260867733,260919764,159108,2008-12-30 18:03:05,Moderate2008,8062604
Hillary Rodham Clinton,10350,False,"/* Early life */ Replaced ""momentos"" (not a word) with the intended ""mementos.""",260919764,261338022,159108,2009-01-01 22:51:53,Jeferman,6502451
Hillary Rodham Clinton,10351,False,/* Cultural and political image */,261338022,261424389,159257,2009-01-02 09:22:55,Kimmymarie24,6747705
Hillary Rodham Clinton,10352,False,rv - unimportant - they were on TV for about 5 seconds - belongs in article about NYE in NYC if anywhere,261424389,261444406,159108,2009-01-02 12:46:14,Wasted Time R,269193
Hillary Rodham Clinton,10353,False,"Quick-adding category ""Women in New York politics"" (using [[WP:HOTCAT|HotCat]])",261444406,261834887,159148,2009-01-04 05:18:36,Bearcat,24902
Hillary Rodham Clinton,10354,False,,261834887,262374135,159206,2009-01-06 20:38:04,StuartBrewer,2586452
Hillary Rodham Clinton,10355,False,/* College */,262374135,262601382,159210,2009-01-07 20:37:12,Erolos,86422
Hillary Rodham Clinton,10356,False,,262601382,262676730,159401,2009-01-08 03:19:55,Moderate2008,8062604
Hillary Rodham Clinton,10357,False,/* Health care and other policy initiatives */,262676730,262680469,159409,2009-01-08 03:47:15,Moderate2008,8062604
Hillary Rodham Clinton,10358,False,"rm addition - legal aid is already covered by LSC mention; women's welfare work was minor compared to children, see Talk",262680469,262736394,159387,2009-01-08 12:13:21,Wasted Time R,269193
Hillary Rodham Clinton,10359,False,"replace problematic generalization with polarization statement that summarizes article better, see Talk",262736394,262738895,159322,2009-01-08 12:39:07,Wasted Time R,269193
Hillary Rodham Clinton,10360,False,/* Health care and other policy initiatives */,262738895,263307902,161371,2009-01-11 03:38:54,Moderate2008,8062604
